id,loan_status,int_rate,addr_state,num_actv_rev_tl,num_sats,emp_length,funded_amnt,last_pymnt_amnt,annual_inc,avg_cur_bal
1631,Fully Paid,14.47,CO,5,8,10,18000,101.29,105000,38997
1632,Fully Paid,18.94,AR,4,11,10,16000,16369.19,75000,34913
1633,Fully Paid,16.91,VA,5,7,2,10000,9967.66,72000,3657
1634,Charged Off,16.14,CA,3,8,10,24000,845.43,55000,2345
1635,Fully Paid,10.33,FL,8,11,9,3600,3649.39,43000,17093
1636,Fully Paid,13.56,NJ,9,17,10,37875,37467.28,140000,37654
1637,Fully Paid,27.27,FL,3,6,6,13000,13334.5,32052,5135
1638,Fully Paid,22.35,MD,3,8,3,12000,6418.44,55000,43500
1639,Fully Paid,16.14,TN,1,7,6,12000,11924.64,0,12113
1640,Fully Paid,16.91,AZ,3,6,6,7600,7548.08,48000,5680
1641,Fully Paid,11.8,FL,6,9,5,10000,62.28,53000,1288
1642,Charged Off,10.33,MA,7,17,10,30000,1020.63,165000,43713
1643,Fully Paid,11.8,WY,3,7,5,12500,12666.94,85000,35258
1644,Fully Paid,11.8,TN,3,6,1,21000,21328.87,75000,8873
1645,Fully Paid,10.72,FL,3,7,10,12500,12567,82000,10636
1646,Fully Paid,19.92,CA,5,12,10,29000,29647.13,85836,3595
1647,Fully Paid,14.47,MD,4,10,10,23000,23221.87,180000,1732
1648,Charged Off,20.89,WY,5,9,4,15000,404.88,26000,17069
1649,Fully Paid,12.98,NC,8,13,10,8000,8095.19,54000,15690
1650,Charged Off,13.56,NJ,2,4,10,30000,0,94580,903
1651,Charged Off,14.47,NY,9,18,6,30000,705.38,165000,17805
1652,Fully Paid,11.8,AK,7,13,7,16000,16033.04,181000,8833
1653,Charged Off,20.89,CA,5,12,2,15650,422.42,72000,11531
1654,Fully Paid,8.81,NY,4,8,1,12000,6418.44,70000,3504
1655,Fully Paid,13.56,CA,12,19,1,2400,2318.15,65000,808
1656,Fully Paid,11.8,CA,3,11,6,12000,6418.44,73680,30361
1657,Charged Off,16.91,GA,9,24,1,31950,1002.61,95000,11222
1658,Fully Paid,11.8,NC,10,10,1,4000,3852.72,24000,434
1659,Fully Paid,14.47,NY,6,15,10,24000,75.39,160000,24383
1660,Fully Paid,8.19,CA,2,4,1,2400,2412.99,40000,3384
1661,Fully Paid,13.56,IL,10,16,1,17500,17592.28,79476.84,13861
1662,Fully Paid,12.98,NJ,12,10,1,6000,6013.63,26000,137
1663,Fully Paid,11.8,VA,2,6,3,5450,14.29,54500,8873
1664,Fully Paid,7.56,AZ,3,7,10,28800,29046.32,170000,8873
1665,Fully Paid,14.47,GA,5,10,2,4475,4486.33,16000,9205
1666,Fully Paid,10.33,PA,1,7,4,10000,350.78,55000,5089
1667,Charged Off,19.92,AZ,9,18,4,27700,1028.31,130000,8268
1668,Fully Paid,13.56,GA,12,16,10,12000,11933.88,62000,3502
1669,Fully Paid,10.33,CA,4,11,6,5000,5021.52,43200,765
1670,Charged Off,11.31,NJ,5,12,3,35200,1157.58,75000,2078
1671,Fully Paid,14.47,CA,3,9,10,24000,24652.88,90000,5306
1672,Fully Paid,10.72,NH,5,14,10,25000,25355.64,125000,30350
1673,Fully Paid,20.89,OK,8,9,1,14600,14627.08,50000,3127
1674,Fully Paid,11.31,CA,1,10,6,24000,21049.05,75000,2955
1675,Fully Paid,16.91,CA,6,12,3,10000,10021.58,82000,7073
1676,Fully Paid,12.98,TX,6,9,10,6400,6523.34,38500,1137
1677,Fully Paid,16.14,AL,9,18,3,25000,25070.61,65000,4687
1678,Fully Paid,18.94,CA,7,12,3,21000,21056.2,121021,3900
1679,Charged Off,12.98,NJ,1,8,10,20000,454.86,72000,8873
1680,Charged Off,17.97,TX,4,8,6,20000,0,28880,1927
1681,Charged Off,15.02,LA,8,15,6,7500,260.07,36000,6207
1682,Charged Off,18.94,NY,10,21,10,10000,259.08,44010,1939
1683,Charged Off,16.91,WA,4,5,1,18000,640.95,31200,11631
1684,Fully Paid,16.14,TX,4,23,8,12000,12181.28,39800,873
1685,Charged Off,24.37,CO,2,8,6,1000,39.43,65000,30138
1686,Fully Paid,16.91,CA,5,6,10,16500,16770.85,72000,2286
1687,Fully Paid,7.02,CA,3,10,1,12000,111.12,72000,8873
1688,Charged Off,14.47,OH,3,6,3,10000,0,65000,5240
1689,Charged Off,24.37,NC,10,18,6,5000,197.14,70000,4172
1690,Fully Paid,16.91,MI,5,12,10,2500,30.53,70000,11693
1691,Fully Paid,10.72,CA,3,7,10,24000,21783.11,100000,7081
1692,Fully Paid,16.14,MA,4,10,3,32000,32671.62,150000,12586
1693,Fully Paid,11.31,VA,2,3,3,4000,4007.92,48000,11509
1694,Charged Off,17.97,FL,2,3,6,1000,36.14,30000,2422
1695,Charged Off,10.72,AZ,1,3,6,10000,367.76,60000,2496
1696,Fully Paid,19.92,WA,4,4,1,10000,10237.22,37000,4566
1697,Fully Paid,7.02,NY,2,20,10,5000,5012.91,80000,610
1698,Fully Paid,16.14,NV,4,9,5,17000,17334.19,103000,36849
1699,Fully Paid,16.91,AZ,7,15,1,20000,20043.16,40000,2528
1700,Fully Paid,16.14,FL,6,14,1,35000,34923.38,75000,29721
1701,Charged Off,7.56,TX,5,11,1,10000,311.34,72000,2807
1702,Fully Paid,18.94,CA,4,12,1,18500,18561.32,85000,7128
1703,Charged Off,17.97,NJ,10,16,6,16000,406.04,116304,5125
1704,Fully Paid,16.14,CA,1,2,1,6000,6016.95,60000,8873
1705,Fully Paid,10.33,TX,4,8,10,8400,8325.63,80000,21507
1706,Fully Paid,11.8,VA,6,14,10,12000,294.09,176000,8873
1707,Fully Paid,11.8,NC,5,10,6,10000,9941.3,95000,7309
1708,Fully Paid,20.89,FL,6,11,3,15000,4418.79,63000,22477
1709,Fully Paid,7.56,WI,2,19,6,3200,3147.39,125000,16523
1710,Charged Off,22.35,CA,9,17,2,35000,973.64,96000,22620
1711,Fully Paid,8.19,FL,3,13,10,20000,19171.91,97000,27341
1712,Charged Off,16.14,CA,3,4,4,7825,275.65,50000,3286
1713,Fully Paid,14.47,FL,1,4,8,6000,5960.17,55000,19320
1714,Charged Off,25.34,CA,7,13,7,18100,0,156000,4352
1715,Fully Paid,14.47,OH,9,10,6,10000,10204.02,42000,614
1716,Charged Off,23.4,FL,4,8,1,26000,1031.89,35498,3249
1717,Fully Paid,11.8,CT,12,21,10,5000,5050.77,68959,455
1718,Fully Paid,26.31,TX,3,10,4,10000,37.84,36000,3375
1719,Fully Paid,8.81,AZ,3,15,1,6000,6009.18,90000,24935
1720,Charged Off,7.02,GA,6,24,7,8000,0,72000,1240
1721,Charged Off,12.98,AL,9,19,8,30400,1024.01,162000,24821
1722,Charged Off,27.27,TX,2,6,7,17575,539.5,42500,9794
1723,Charged Off,10.33,NY,11,14,6,3750,121.59,55000,22928
1724,Fully Paid,7.02,NC,4,9,6,7500,7521.94,69000,16183
1725,Fully Paid,7.02,OH,2,6,5,2000,1969.85,75000,35888
1726,Fully Paid,6.46,NY,2,11,5,8900,8980.6,150000,46376
1727,Charged Off,15.02,CA,1,5,6,3000,0,51000,26381
1728,Fully Paid,8.81,NY,9,12,10,20000,20030.83,69000,5330
1729,Fully Paid,8.19,MA,9,21,10,2200,2210.01,39000,8135
1730,Fully Paid,11.31,KY,1,9,6,2000,2016.34,45000,22274
1731,Fully Paid,10.33,CT,1,5,1,10000,10164.51,65000,35134
1732,Charged Off,8.19,IL,2,7,5,19000,597.06,72000,8873
1733,Fully Paid,10.72,IL,7,19,10,24000,24164.37,72000,6574
1734,Charged Off,19.92,NY,4,10,6,2400,89.1,12000,1080
1735,Fully Paid,13.56,MD,2,9,6,5000,4990.42,42000,2359
1736,Fully Paid,10.72,AL,5,7,2,7000,7025.01,41000,1255
1737,Fully Paid,27.27,CA,3,11,10,13625,13790.14,88800,46174
1738,Fully Paid,14.47,IN,3,8,6,7700,7798.9,600,20080
1739,Fully Paid,16.14,NY,8,10,5,17000,17046.64,120300,8873
1740,Fully Paid,16.14,CT,7,11,3,10000,9706.88,52000,14280
1741,Fully Paid,14.47,TX,3,15,5,8000,8089.01,72000,9019
1742,Fully Paid,8.19,TX,4,5,1,3000,3047.97,30000,33351
1743,Fully Paid,11.31,IN,1,6,10,6000,6011.54,50000,1068
1744,Fully Paid,14.47,GA,4,4,2,7000,7051.15,37000,2488
1745,Fully Paid,14.47,NH,6,10,5,8000,7921.8,38000,2745
1746,Fully Paid,8.81,CA,3,11,1,6300,6385.36,55000,2860
1747,Charged Off,19.92,TX,4,10,7,25000,661.24,163700,7671
1748,Fully Paid,8.19,NC,9,19,10,2750,232.92,72000,14973
1749,Fully Paid,8.19,MD,6,10,1,12000,6418.44,170000,4639
1750,Charged Off,22.35,CA,10,14,5,20375,566.8,165000,34687
1751,Fully Paid,8.81,TX,5,10,2,12000,12146.48,95000,8104
1752,Fully Paid,10.33,PA,7,9,6,10000,10017.56,73600,6252
1753,Charged Off,16.91,FL,2,6,1,7500,267.06,80000,1389
1754,Fully Paid,19.92,FL,6,21,10,1300,13.17,51000,10565
1755,Fully Paid,14.47,OR,7,17,10,16000,16147.92,107500,31374
1756,Fully Paid,18.94,VA,3,8,9,3200,3260.4,100000,37173
1757,Fully Paid,7.02,CA,3,10,1,12000,38235.12,120000,8873
1758,Fully Paid,6.46,CA,1,3,10,15000,15086.81,4300,4484
1759,Fully Paid,17.97,TN,8,9,3,32000,32563.59,78000,6462
1760,Fully Paid,14.47,NJ,5,16,10,24000,5612.26,100000,1384
1761,Fully Paid,10.72,MI,8,24,2,25000,24100.68,86000,5539
1762,Fully Paid,14.47,MI,6,9,10,6000,6054.19,120000,8058
1763,Fully Paid,13.56,CT,5,9,1,11200,11117.55,100000,2743
1764,Charged Off,15.02,WI,1,8,10,2500,86.69,38000,23962
1765,Fully Paid,20.89,TX,6,9,10,11500,11266.97,50000,2323
1766,Fully Paid,20.89,VA,1,5,10,5000,4992.57,135000,8873
1767,Fully Paid,10.33,OR,3,8,6,6000,5935.97,84000,8873
1768,Charged Off,8.19,LA,6,11,3,10000,329.96,35000,2013
1769,Fully Paid,23.4,PA,4,5,1,4875,4916.19,70000,2387
1770,Fully Paid,10.72,FL,4,11,6,10000,10018.16,60000,2115
1771,Fully Paid,8.19,NY,1,9,1,7200,7252.34,40000,17343
1772,Fully Paid,8.81,GA,2,3,4,20000,20218.7,102000,2314
1773,Charged Off,20.89,NE,7,13,4,30000,809.75,120000,17117
1774,Fully Paid,8.19,AZ,2,3,2,5000,4924.34,107000,3377
1775,Fully Paid,15.02,MN,6,11,4,13500,13873.63,74000,17525
1776,Fully Paid,17.97,NY,7,12,5,14000,14042.77,72000,2527
1777,Fully Paid,8.19,MA,4,8,3,3000,3004.16,65000,4763
1778,Fully Paid,12.98,TX,2,5,5,10000,10075.72,180000,8873
1779,Fully Paid,18.94,NY,6,9,10,16000,16051.52,35000,9745
1780,Charged Off,16.14,CA,5,9,10,12000,975.71,41712,15429
1781,Fully Paid,14.47,ME,1,7,8,17000,20.84,75000,36516
1782,Fully Paid,10.33,NC,4,18,1,16000,15763.75,139000,18060
1783,Fully Paid,13.56,CA,3,10,10,12500,12645.9,70000,3051
1784,Fully Paid,14.47,LA,5,8,2,14000,14099.98,47000,4052
1785,Fully Paid,13.56,NC,0,9,6,20000,20330.85,50000,11204
1786,Fully Paid,13.56,MA,3,9,10,15000,15280.3,100000,8873
1787,Fully Paid,25.34,FL,5,7,6,10000,10273.39,45000,673
1788,Fully Paid,11.8,NE,5,8,6,2000,1988.88,30600,3345
1789,Fully Paid,12.98,MD,3,9,10,20000,19795.31,72000,44857
1790,Fully Paid,14.47,FL,3,7,10,7775,7705.12,50000,22205
1791,Fully Paid,6.46,CO,5,7,10,30000,20.44,72000,8873
1792,Fully Paid,14.47,WA,4,12,3,14000,361.6,115000,12373
1793,Fully Paid,10.72,MI,4,10,10,9200,9219.18,19200,1133
1794,Fully Paid,22.35,AZ,11,14,1,15000,15157.36,70000,2959
1795,Fully Paid,15.02,IN,4,7,5,7200,7330.45,45000,20859
1796,Charged Off,22.35,TX,6,20,6,32000,0,57000,3962
1797,Fully Paid,10.72,CA,3,10,10,19000,18807.53,44000,19901
1798,Fully Paid,27.27,AZ,5,8,3,5000,5255.82,40500,2536
1799,Fully Paid,14.47,MI,1,6,7,7000,100.39,60000,5201
1800,Fully Paid,14.47,NY,6,18,10,20000,19369.39,115000,24796
1801,Fully Paid,7.02,FL,3,5,8,4950,5006.25,35000,5586
1802,Fully Paid,19.92,FL,3,9,1,22000,22074.5,50088,4505
1803,Fully Paid,19.92,PA,4,15,6,5000,4875.21,50000,13260
1804,Charged Off,8.81,NJ,9,16,10,10000,353.83,79000,26235
1805,Fully Paid,6.46,MI,2,6,1,4500,1903.96,5000,28318
1806,Fully Paid,19.92,FL,5,13,10,25000,25688.94,72000,19097
1807,Fully Paid,20.89,TX,3,7,7,3000,43.42,104000,8873
1808,Fully Paid,10.72,OK,8,11,10,1000,0.89,85000,12025
1809,Fully Paid,15.02,AL,1,4,6,16000,16017.46,50000,6800
1810,Fully Paid,16.14,IN,3,5,5,35000,34979.33,95000,8873
1811,Fully Paid,11.31,MO,5,10,6,18000,17851.14,90000,13467
1812,Fully Paid,15.02,CT,1,6,10,20000,20477.51,65000,3427
1813,Fully Paid,11.8,TX,4,14,10,24000,24125.87,85000,25555
1814,Fully Paid,12.98,FL,5,11,8,15000,14819.47,110480,33690
1815,Fully Paid,15.02,OH,7,8,2,35000,35089.37,86000,3039
1816,Fully Paid,11.31,NY,1,6,10,15000,14862.48,83000,3517
1817,Fully Paid,6.46,TX,9,21,10,15000,14753.65,174000,16769
1818,Fully Paid,6.46,PA,11,13,10,35000,33460.46,180000,8516
1819,Fully Paid,19.92,GA,10,26,4,11000,11139.99,37000,1872
1820,Fully Paid,25.34,TX,3,3,6,2500,2531.82,16500,1158
1821,Fully Paid,11.31,TX,7,10,1,10000,10026.08,63000,14233
1822,Fully Paid,7.02,NY,1,4,5,3000,3026.68,65000,35168
1823,Fully Paid,10.72,FL,3,4,1,20000,19224.69,50000,8873
1824,Fully Paid,11.8,NY,4,15,5,12000,6418.44,149000,15407
1825,Fully Paid,27.27,NV,1,13,2,6300,6245.91,43000,5744
1826,Fully Paid,10.72,CA,4,26,10,13000,12816.69,75000,1155
1827,Fully Paid,17.97,IL,5,8,2,21000,20908.32,110000,26361
1828,Fully Paid,10.33,CA,2,7,6,20000,19659.06,73000,34450
1829,Fully Paid,14.47,IN,4,19,10,15000,15222.6,72000,9317
1830,Fully Paid,20.89,CA,7,15,3,6000,6055.71,86000,5042
1831,Fully Paid,20.89,CA,6,10,10,15000,14712.4,105000,8873
1832,Fully Paid,16.14,AZ,3,4,3,7200,7224.36,22000,313
1833,Charged Off,12.98,PA,2,6,3,12000,909.72,40000,5373
1834,Fully Paid,14.47,TN,5,6,10,24000,24218.51,95000,7945
1835,Fully Paid,17.97,FL,8,15,2,9675,9786.08,40000,527
1836,Fully Paid,16.91,OR,4,11,3,4000,4087.62,50000,25556
1837,Fully Paid,15.02,CA,2,3,6,12500,12517.52,41000,3817
1838,Fully Paid,6.46,FL,6,27,2,12000,6418.44,105000,9574
1839,Charged Off,25.34,VA,5,10,7,20000,350,75000,31721
1840,Fully Paid,8.19,MI,6,16,10,17000,16658.27,68000,12835
1841,Fully Paid,8.81,MN,2,9,5,1500,1502.94,48700,16490
1842,Fully Paid,19.92,CA,12,18,3,11000,11164.34,80000,21746
1843,Fully Paid,8.81,FL,2,4,1,3000,2958.15,90000,8873
1844,Fully Paid,16.14,FL,3,6,1,31000,31046.7,72000,11591
1845,Charged Off,23.4,RI,0,4,1,2275,88.54,40000,2740
1846,Fully Paid,11.8,CA,5,11,10,8000,8023.6,80040,33328
1847,Charged Off,18.94,VA,3,7,1,25200,652.88,47825,13640
1848,Fully Paid,7.02,GA,5,9,3,3025,3026.95,65000,8204
1849,Charged Off,16.14,TX,0,8,1,20000,704.53,140000,15186
1850,Fully Paid,7.56,CA,3,8,6,8000,8023.52,30000,4072
1851,Fully Paid,12.98,NY,3,11,2,19800,10.1,150000,15628
1852,Charged Off,14.47,MD,7,16,10,7000,0,69000,18488
1853,Fully Paid,11.31,CO,10,12,2,15000,15015.83,54000,4781
1854,Fully Paid,10.33,VA,8,14,10,25000,24795.07,110000,43234
1855,Fully Paid,16.91,MN,3,6,5,20000,20202.43,95000,6794
1856,Fully Paid,16.14,PA,9,16,6,10000,10147.85,34000,5765
1857,Fully Paid,14.47,NC,4,12,2,32000,32257.24,90000,9280
1858,Charged Off,23.4,VA,2,26,10,31650,1231.78,165000,8867
1859,Charged Off,24.37,CA,8,12,5,12000,496.79,107000,27718
1860,Fully Paid,16.91,CA,1,5,1,9000,9043.68,58000,5178
1861,Fully Paid,10.72,CO,7,14,10,23000,244.88,56000,20057
1862,Fully Paid,6.46,GA,1,7,10,8500,8554.91,40000,13012
1863,Fully Paid,8.19,OH,3,6,2,5000,4920.01,20000,748
1864,Fully Paid,10.72,NY,2,16,5,5000,5004.84,70000,2268
1865,Fully Paid,7.02,IL,3,10,10,15000,15144.79,50000,12748
1866,Fully Paid,11.8,MA,3,9,10,15000,15028.66,73000,25981
1867,Fully Paid,12.98,TX,5,10,10,27600,27837.76,62358,27429
1868,Charged Off,14.47,NJ,9,14,10,21000,518.46,150000,21288
1869,Fully Paid,23.4,WI,3,9,3,20000,20043.68,45000,26364
1870,Fully Paid,7.56,KS,3,8,10,18000,17236.21,75000,5497
1871,Fully Paid,10.33,NJ,9,19,10,7000,7030.13,120000,22990
1872,Fully Paid,27.27,NY,4,8,10,11400,11310.29,75000,5415
1873,Fully Paid,8.19,AL,9,11,10,6000,6072.9,61000,2419
1874,Fully Paid,12.98,CA,8,11,10,25000,11.96,83000,24891
1875,Charged Off,26.31,NY,6,18,1,35700,1075.44,55000,2116
1876,Fully Paid,14.47,PA,7,23,10,3000,2974.08,151000,11593
1877,Fully Paid,11.8,GA,2,4,4,12600,12599.49,90000,29024
1878,Fully Paid,10.72,NY,7,15,10,25000,24760.94,115000,6465
1879,Fully Paid,16.14,OH,4,17,2,1000,2.28,145000,6552
1880,Fully Paid,11.8,CO,5,21,2,10500,10511.56,138000,30525
1881,Charged Off,14.47,TN,6,19,6,5850,201.28,61500,12156
1882,Fully Paid,10.72,CA,3,10,2,25000,25024.57,131000,4885
1883,Fully Paid,17.97,AZ,6,11,10,5000,5009.98,45000,2870
1884,Charged Off,22.35,PA,6,13,1,10000,278.19,45000,18335
1885,Fully Paid,11.8,MD,4,8,3,35000,35037.86,75000,20552
1886,Charged Off,6.46,CA,5,15,1,12000,1225.24,170000,21551
1887,Charged Off,20.89,MA,5,12,2,11850,445.79,91000,36579
1888,Fully Paid,7.56,DC,4,8,1,10000,10065.68,95000,5758
1889,Fully Paid,6.46,FL,5,21,1,12000,6418.44,100000,5548
1890,Fully Paid,11.8,OK,3,7,3,12000,12011.8,45000,16499
1891,Fully Paid,8.19,IL,2,16,10,5000,5003.67,89500,2280
1892,Fully Paid,10.33,OH,2,2,1,5000,4954.35,11244,2945
1893,Charged Off,20.89,VA,5,9,6,25500,1077.66,70000,693
1894,Fully Paid,6.46,CA,2,22,10,12000,5041.47,75000,13025
1895,Fully Paid,16.91,TX,6,22,7,10000,10015.5,95000,12401
1896,Fully Paid,11.8,CO,2,9,10,10000,10111.28,53658,28324
1897,Fully Paid,11.8,MA,5,9,10,12000,6418.44,24000,21080
1898,Fully Paid,7.56,TX,10,18,8,25000,23904.04,114000,11152
1899,Fully Paid,19.92,MD,5,12,5,5000,5026.93,175000,27146
1900,Fully Paid,16.14,NC,2,6,6,20000,20055.97,120000,5622
1901,Fully Paid,15.02,DC,7,17,2,10675,10624.43,75000,7728
1902,Fully Paid,25.34,CA,5,7,1,15000,15775.55,70000,38522
1903,Fully Paid,20.89,MO,7,11,1,2200,7.54,32000,598
1904,Fully Paid,18.94,MI,3,10,3,16000,16027.78,69000,9320
1905,Fully Paid,14.47,MA,0,3,6,12000,11643.56,42000,8873
1906,Charged Off,10.72,UT,0,1,5,8500,0,60000,1036
1907,Charged Off,22.35,NV,11,18,10,5000,191.86,100000,15784
1908,Fully Paid,12.98,OH,2,7,10,7200,70.95,40000,14032
1909,Fully Paid,8.19,TN,6,10,10,12000,11500.63,60000,3689
1910,Charged Off,15.02,KY,1,6,6,5000,4700,19143.84,629
1911,Fully Paid,15.02,NJ,7,10,4,30000,30277.39,60000,2501
1912,Charged Off,11.31,WI,3,14,4,5000,164.43,100000,21691
1913,Fully Paid,15.02,NC,6,18,7,9100,9112.76,60000,2192
1914,Fully Paid,12.98,NY,2,10,10,16000,16176.77,74000,15062
1915,Fully Paid,7.56,VA,1,7,10,6000,6059.92,63000,31460
1916,Fully Paid,13.56,MD,7,16,2,30000,29884.09,100000,12279
1917,Charged Off,13.56,IN,3,14,1,10000,339.65,56542,4322
1918,Fully Paid,7.02,NH,8,23,10,20000,19.62,79000,7346
1919,Fully Paid,19.92,OH,3,7,2,10000,10130.95,55000,8234
1920,Fully Paid,17.97,OH,5,9,10,14000,14232.89,40000,5453
1921,Fully Paid,7.56,GA,1,4,10,15000,15031.5,87170,19591
1922,Fully Paid,11.8,NY,4,9,10,10000,9878.81,71000,3649
1923,Fully Paid,16.91,MN,10,10,2,7050,6817.37,58000,825
1924,Fully Paid,10.72,PA,6,11,10,5500,5567.2,47500,2321
1925,Fully Paid,10.33,UT,4,17,6,4800,30.3,96500,30514
1926,Charged Off,19.92,VA,3,5,5,11000,290.95,39000,37007
1927,Fully Paid,17.97,OK,2,10,10,8000,8182.34,92000,21956
1928,Fully Paid,6.46,WA,7,10,6,7200,34,76500,4839
1929,Fully Paid,10.72,WA,4,8,6,9000,8936.91,44000,28702
1930,Fully Paid,15.02,CA,3,10,2,15000,15089.77,64000,30141
1931,Fully Paid,14.47,NY,3,6,6,5000,5049.17,62000,1023
1932,Fully Paid,13.56,IL,9,11,10,5200,5241.13,58000,12785
1933,Fully Paid,15.02,CA,6,10,5,3500,3472.25,42000,4851
1934,Fully Paid,14.47,NY,6,9,10,3200,3266.25,40000,2720
1935,Fully Paid,20.89,FL,10,23,10,30000,733.43,72000,27448
1936,Charged Off,7.02,CO,5,8,6,10000,293.27,76500,17936
1937,Fully Paid,25.34,TX,6,18,5,25000,25058.07,110000,30304
1938,Fully Paid,16.14,IN,4,10,1,30000,30045.19,50000,12542
1939,Fully Paid,18.94,WA,3,6,8,4000,4079.62,150000,6322
1940,Fully Paid,8.19,TX,1,10,10,1000,1002.23,56000,14176
1941,Fully Paid,7.02,TX,10,20,10,17600,17611.02,170000,19230
1942,Fully Paid,8.81,VA,7,11,10,14000,14203.06,115000,30583
1943,Fully Paid,12.98,UT,4,14,10,16000,16230.07,113077,36411
1944,Fully Paid,15.02,NY,11,19,10,18000,18217.79,92000,2259
1945,Fully Paid,13.56,MN,12,18,1,15350,15315.09,109000,27407
1946,Fully Paid,14.47,TX,6,16,7,16800,16822.28,67380,2864
1947,Fully Paid,10.72,NJ,8,22,6,25000,25143.17,12500,29869
1948,Fully Paid,13.56,MD,4,13,4,7000,7036.91,125000,10489
1949,Fully Paid,16.14,DE,4,20,2,28000,1778.1,70000,2125
1950,Charged Off,8.81,CA,7,10,1,30000,0,110000,3271
1951,Fully Paid,24.37,MA,6,14,10,20000,20338.47,75000,3782
1952,Charged Off,12.98,NC,4,23,10,17000,572.64,75000,4378
1953,Charged Off,23.4,MI,2,9,3,1000,38.92,25500,12068
1954,Charged Off,12.98,CA,11,18,1,20000,673.69,72000,8207
1955,Fully Paid,8.19,NY,4,9,2,12000,6418.44,121000,14477
1956,Fully Paid,19.92,AZ,2,7,10,10000,64.01,71000,31528
1957,Fully Paid,16.14,CT,8,21,10,10000,10089.67,101750,18814
1958,Fully Paid,11.8,NY,5,14,1,35000,34641.44,170000,4029
1959,Fully Paid,18.94,CA,2,18,1,24000,23463.42,150000,19848
1960,Fully Paid,11.31,TX,5,11,10,10675,10580.32,110000,17356
1961,Fully Paid,8.19,CA,2,2,7,3000,2955.9,29000,539
1962,Fully Paid,12.98,MI,2,4,10,19000,19075.36,91000,7882
1963,Fully Paid,8.19,NY,2,6,9,3500,3545.81,35000,2652
1964,Charged Off,12.98,TX,4,13,10,10000,0,65000,14561
1965,Charged Off,11.31,NY,6,24,5,10000,328.86,90000,8559
1966,Fully Paid,11.8,TX,12,22,10,14400,914.25,98000,6136
1967,Fully Paid,8.81,AL,3,8,5,9000,9052.86,155000,32100
1968,Fully Paid,7.56,FL,1,10,6,8500,8544.63,36000,11
1969,Charged Off,16.14,AZ,3,5,1,18000,439.07,72000,17574
1970,Charged Off,25.34,AZ,8,11,3,15300,0,41000,3152
1971,Fully Paid,6.46,MO,6,11,2,10000,10019.83,41000,11775
1972,Fully Paid,19.92,CA,5,16,5,30000,81.3,120000,39345
1973,Fully Paid,18.94,MD,2,5,10,24000,24028.1,89000,8067
1974,Fully Paid,16.91,TX,11,24,10,10000,9954.18,55000,4817
1975,Fully Paid,20.89,SC,5,10,10,19000,19460.39,52000,12832
1976,Charged Off,27.27,GA,5,8,6,7800,0,72000,47607
1977,Fully Paid,10.33,TN,2,6,10,21000,20178.81,138000,8873
1978,Fully Paid,7.02,TX,4,17,1,6000,5886.22,65000,7191
1979,Charged Off,16.14,NY,4,5,6,10000,243.93,50000,9194
1980,Fully Paid,27.27,VA,3,8,3,30000,514.24,21000,3985
1981,Charged Off,17.97,MD,6,12,9,17400,628.79,46000,1914
1982,Charged Off,19.92,TN,2,5,5,15000,556.85,40000,5705
1983,Charged Off,15.02,TX,8,13,2,20000,693.51,36000,2170
1984,Fully Paid,13.56,UT,5,10,2,10000,10020.19,35000,2427
1985,Charged Off,16.14,CT,11,18,1,24850,875.38,100000,3277
1986,Fully Paid,20.89,PA,4,16,10,21000,21595.7,51000,2624
1987,Fully Paid,8.81,NV,6,11,7,15000,109,32000,1344
1988,Fully Paid,11.8,CA,4,8,10,16000,16028.42,90000,9817
1989,Fully Paid,14.47,CA,2,3,10,12000,6418.44,100000,10176
1990,Fully Paid,10.72,SC,1,11,10,25000,25039.83,65000,8242
1991,Charged Off,11.31,PA,3,8,6,8000,7764.78,120000,29126
1992,Fully Paid,11.8,FL,2,15,2,7500,7230.71,55000,13301
1993,Fully Paid,10.72,CA,1,8,7,12000,6418.44,72000,8873
1994,Fully Paid,17.97,CA,5,17,6,12000,6418.44,12000,600
1995,Fully Paid,17.97,NE,6,7,5,7350,7340.83,31000,2475
1996,Fully Paid,14.47,MA,1,11,4,20000,19435.91,156000,42494
1997,Fully Paid,20.89,WA,5,16,5,3000,3034.82,72000,8873
1998,Fully Paid,8.19,TX,3,9,2,33500,33881.5,110000,38686
1999,Charged Off,15.02,NY,5,10,3,11500,398.77,45300,1413
2000,Charged Off,19.92,NJ,4,20,9,35000,925.73,80000,12163
2001,Fully Paid,12.98,AK,5,23,10,5000,4978.06,85000,6324
2002,Fully Paid,17.97,TX,2,5,8,3200,35.14,42000,4977
2003,Fully Paid,13.56,NV,12,19,10,14000,14116.01,115000,15844
2004,Fully Paid,20.89,NY,3,10,10,17900,18424.83,158600,17274
2005,Fully Paid,23.4,KY,6,11,10,25000,25248.63,96000,23111
2006,Charged Off,10.33,WI,2,12,1,14000,473.92,82000,10172
2007,Fully Paid,16.91,MO,4,16,6,4200,4229.59,38000,1806
2008,Fully Paid,6.46,CA,5,18,10,25000,8.52,72000,8873
2009,Charged Off,8.81,CA,8,12,8,12000,1268.46,133200,1286
2010,Charged Off,16.91,FL,5,6,6,2000,0,25000,1348
2011,Charged Off,12.98,FL,1,4,6,12000,0,11800,37
2012,Fully Paid,7.56,OH,2,6,10,4000,4026.02,96000,27876
